date,module,country,category_id,app_id,keyword,metric_name,metric_value,notes
2026-09-01,autocomplete_hint,us,,,calorie,base,calorie king,
2026-09-01,autocomplete_hint,us,,,calorie,base,calories tracker for free,
2026-09-01,autocomplete_hint,us,,,calorie,a,calorie ai free,
2026-09-01,autocomplete_hint,us,,,calorie,a,calorie and protein counter free,
2026-09-01,autocomplete_hint,us,,,calorie,a,calorie and macro tracker,
2026-09-01,autocomplete_hint,us,,,calorie,a,calorie and fitness tracker,
2026-09-01,autocomplete_hint,us,,,calorie,a,calorie and water tracker,
2026-09-01,autocomplete_hint,us,,,calorie,a,calorie and protein counter,
2026-09-01,autocomplete_hint,us,,,calorie,a,calorie apps,
2026-09-01,autocomplete_hint,us,,,calorie,a,calorie and food tracker,
2026-09-01,autocomplete_hint,us,,,calorie,a,calorie and food tracker free,
2026-09-01,autocomplete_hint,us,,,calorie,a,calorie.ai,
2026-09-01,autocomplete_hint,us,,,calorie,b,calorie burn tracker,
2026-09-01,autocomplete_hint,us,,,calorie,b,calorie budget,
2026-09-01,autocomplete_hint,us,,,calorie,b,calorie burner,
2026-09-01,autocomplete_hint,us,,,calorie,b,calories burned,
2026-09-01,autocomplete_hint,us,,,calorie,b,ujack: calorie & body scan,
2026-09-01,autocomplete_hint,us,,,calorie,b,calorie balance: food scaner,
2026-09-01,autocomplete_hint,us,,,calorie,b,calorie blast,
2026-09-01,autocomplete_hint,us,,,calorie,b,calorie buddy: ai tracker,
2026-09-01,autocomplete_hint,us,,,calorie,b,calorie blocker,
2026-09-01,autocomplete_hint,us,,,calorie,b,calorie burndown,
2026-09-01,autocomplete_hint,us,,,calorie,c,calorie counter free,
2026-09-01,autocomplete_hint,us,,,calorie,c,calorie cam: ai food tracker,
2026-09-01,autocomplete_hint,us,,,calorie,c,calorie care | كالوري كير,
2026-09-01,autocomplete_hint,us,,,calorie,c,calorie counter,
2026-09-01,autocomplete_hint,us,,,calorie,c,calorie calculator,
2026-09-01,autocomplete_hint,us,,,calorie,c,calorie counter & food tracker,
2026-09-01,autocomplete_hint,us,,,calorie,c,calorie cap,
2026-09-01,autocomplete_hint,us,,,calorie,c,calorie counter by fatsecret,
2026-09-01,autocomplete_hint,us,,,calorie,c,calorie calculator free,
2026-09-01,autocomplete_hint,us,,,calorie,c,calorie counter: fat secret,
2026-09-01,autocomplete_hint,us,,,calorie,d,calorie deficit tracker,
2026-09-01,autocomplete_hint,us,,,calorie,d,calorie deficit,
2026-09-01,autocomplete_hint,us,,,calorie,d,calorie deficit tracker free,
2026-09-01,autocomplete_hint,us,,,calorie,d,calorie deficit calculator,
2026-09-01,autocomplete_hint,us,,,calorie,d,calorie deficit calculator free,
2026-09-01,autocomplete_hint,us,,,calorie,d,calorie deficit diet app,
2026-09-01,autocomplete_hint,us,,,calorie,d,calorie deficit formula care,
2026-09-01,autocomplete_hint,us,,,calorie,d,calorie deficit counter,
2026-09-01,autocomplete_hint,us,,,calorie,d,calorie diary,
2026-09-01,autocomplete_hint,us,,,calorie,d,calorie deficit free,
2026-09-01,autocomplete_hint,us,,,calorie,e,calorie estimator,
2026-09-01,autocomplete_hint,us,,,calorie,e,calorie easy: ai food tracker,
2026-09-01,autocomplete_hint,us,,,calorie,e,caager: calorie estimation app,
2026-09-01,autocomplete_hint,us,,,calorie,e,grami - conta calorie e macro,
2026-09-01,autocomplete_hint,us,,,calorie,e,leen ai - calorie expert,
2026-09-01,autocomplete_hint,us,,,calorie,e,swiftcal ai calorie estimation,
2026-09-01,autocomplete_hint,us,,,calorie,f,calorie free,
2026-09-01,autocomplete_hint,us,,,calorie,f,low calorie fast food,
2026-09-01,autocomplete_hint,us,,,calorie,f,cal-ai: calorie & food tracker,
2026-09-01,autocomplete_hint,us,,,calorie,f,calorie finder,
2026-09-01,autocomplete_hint,us,,,calorie,f,satiate - calorie & fullness,
2026-09-01,autocomplete_hint,us,,,calorie,f,calorie fitness,
2026-09-01,autocomplete_hint,us,,,calorie,f,hit calorie: fitness mate,
2026-09-01,autocomplete_hint,us,,,calorie,f,calorie friend,
2026-09-01,autocomplete_hint,us,,,calorie,f,snap calorie free,
2026-09-01,autocomplete_hint,us,,,calorie,f,hitmeal calorie & food tracker,
2026-09-01,autocomplete_hint,us,,,calorie,g,avocado calorie & goal tracker,
2026-09-01,autocomplete_hint,us,,,calorie,g,calorie gram,
2026-09-01,autocomplete_hint,us,,,calorie,g,calorie genie ai: meal tracker,
2026-09-01,autocomplete_hint,us,,,calorie,g,calorie genius: ai tracker,
2026-09-01,autocomplete_hint,us,,,calorie,g,calorie gap,
2026-09-01,autocomplete_hint,us,,,calorie,g,calog - calorie & gym tracker,
2026-09-01,autocomplete_hint,us,,,calorie,g,calorimate: ai calorie guide,
2026-09-01,autocomplete_hint,us,,,calorie,g,gainsheet: calorie & gym log,
2026-09-01,autocomplete_hint,us,,,calorie,g,gympal: calorie & gym tracker,
2026-09-01,autocomplete_hint,us,,,calorie,g,toga: ai calorie & gym coach,
2026-09-01,autocomplete_hint,us,,,calorie,h,calorie help - calorie tracker,
2026-09-01,autocomplete_hint,us,,,calorie,h,calorie helper,
2026-09-01,autocomplete_hint,us,,,calorie,h,calorie helper pro,
2026-09-01,autocomplete_hint,us,,,calorie,h,blueberry: ai calorie & health,
2026-09-01,autocomplete_hint,us,,,calorie,h,exo: calorie & health tracker,
2026-09-01,autocomplete_hint,us,,,calorie,h,hebit - calorie & health,
2026-09-01,autocomplete_hint,us,,,calorie,h,nuely: calorie & health coach,
2026-09-01,autocomplete_hint,us,,,calorie,h,vigor: calorie & habit tracker,
2026-09-01,autocomplete_hint,us,,,calorie,i,calorie intake tracker,
2026-09-01,autocomplete_hint,us,,,calorie,i,calorie ia,
2026-09-01,autocomplete_hint,us,,,calorie,i,calorie intake,
2026-09-01,autocomplete_hint,us,,,calorie,i,calorie intake tracker free,
2026-09-01,autocomplete_hint,us,,,calorie,i,calorie intake calculator,
2026-09-01,autocomplete_hint,us,,,calorie,i,calai: calorie intake tracker,
2026-09-01,autocomplete_hint,us,,,calorie,i,beyou: compteur calorie ia,
2026-09-01,autocomplete_hint,us,,,calorie,i,cal ai calorie intake tracker,
2026-09-01,autocomplete_hint,us,,,calorie,j,calorie journal,
2026-09-01,autocomplete_hint,us,,,calorie,j,calorie journal: ai counter,
2026-09-01,autocomplete_hint,us,,,calorie,j,morsel: calorie journal,
2026-09-01,autocomplete_hint,us,,,calorie,j,ollie calorie journal,
2026-09-01,autocomplete_hint,us,,,calorie,j,simple-calorie-journal,
2026-09-01,autocomplete_hint,us,,,calorie,j,toast - calorie journal,
2026-09-01,autocomplete_hint,us,,,calorie,k,calorie king,
2026-09-01,autocomplete_hint,us,,,calorie,k,calorie king carb counter,
2026-09-01,autocomplete_hint,us,,,calorie,k,calorie king: calorie tracker,
2026-09-01,autocomplete_hint,us,,,calorie,k,my calorie king,
2026-09-01,autocomplete_hint,us,,,calorie,k,calorie king food search,
2026-09-01,autocomplete_hint,us,,,calorie,k,calorie king- calorie counter,
2026-09-01,autocomplete_hint,us,,,calorie,k,calorie keeper,
2026-09-01,autocomplete_hint,us,,,calorie,k,"moovefit calorie, keto counter",
2026-09-01,autocomplete_hint,us,,,calorie,k,my score plus calorie & keto,
2026-09-01,autocomplete_hint,us,,,calorie,k,calorieking,
2026-09-01,autocomplete_hint,us,,,calorie,l,calorie lookup,
2026-09-01,autocomplete_hint,us,,,calorie,l,calorie logger,
2026-09-01,autocomplete_hint,us,,,calorie,l,calorie log,
2026-09-01,autocomplete_hint,us,,,calorie,l,calorie log free,
2026-09-01,autocomplete_hint,us,,,calorie,l,calorie list,
2026-09-01,autocomplete_hint,us,,,calorie,l,calorie loss tracker,
2026-09-01,autocomplete_hint,us,,,calorie,l,calorie-log,
2026-09-01,autocomplete_hint,us,,,calorie,l,calorie log - calorie counter,
2026-09-01,autocomplete_hint,us,,,calorie,l,calorie lab,
2026-09-01,autocomplete_hint,us,,,calorie,l,calorie ledger,
2026-09-01,autocomplete_hint,us,,,calorie,m,calorie manager,
2026-09-01,autocomplete_hint,us,,,calorie,m,calorie manager: walk & reward,
2026-09-01,autocomplete_hint,us,,,calorie,m,calorie mama ai,
2026-09-01,autocomplete_hint,us,,,calorie,m,calorie macro tracker,
2026-09-01,autocomplete_hint,us,,,calorie,m,calorie mama,
2026-09-01,autocomplete_hint,us,,,calorie,m,calorie maintenance calculator,
2026-09-01,autocomplete_hint,us,,,calorie,m,free calorie macro counter,
2026-09-01,autocomplete_hint,us,,,calorie,m,vellyn: calorie & meal plan,
2026-09-01,autocomplete_hint,us,,,calorie,m,elizabite - calorie & macros,
2026-09-01,autocomplete_hint,us,,,calorie,m,fitbee calorie & macro counter,
2026-09-01,autocomplete_hint,us,,,calorie,n,calorie nutrition tracker,
2026-09-01,autocomplete_hint,us,,,calorie,n,calorie net,
2026-09-01,autocomplete_hint,us,,,calorie,n,calorie & nutrition,
2026-09-01,autocomplete_hint,us,,,calorie,n,calorie & nutrition - foodnote,
2026-09-01,autocomplete_hint,us,,,calorie,n,calorie & nutrition tracker ai,
2026-09-01,autocomplete_hint,us,,,calorie,n,calorie note,
2026-09-01,autocomplete_hint,us,,,calorie,n,ai calorie & nutrition tracker,
2026-09-01,autocomplete_hint,us,,,calorie,n,nutriscan: calorie & nutrition,
2026-09-01,autocomplete_hint,us,,,calorie,n,sugar ai - calorie & nutrition,
2026-09-01,autocomplete_hint,us,,,calorie,p,calorie protein tracker,
2026-09-01,autocomplete_hint,us,,,calorie,p,calorie picture tracker,
2026-09-01,autocomplete_hint,us,,,calorie,p,calorie photo app,
2026-09-01,autocomplete_hint,us,,,calorie,p,"calorie, protien tracker",
2026-09-01,autocomplete_hint,us,,,calorie,p,calorie plus,
2026-09-01,autocomplete_hint,us,,,calorie,p,calorie picture,
2026-09-01,autocomplete_hint,us,,,calorie,p,calorie picture tracker free,
2026-09-01,autocomplete_hint,us,,,calorie,p,free calorie protein tracker,
2026-09-01,autocomplete_hint,us,,,calorie,p,calorie pal,
2026-09-01,autocomplete_hint,us,,,calorie,p,calo · calorie photo,
2026-09-01,autocomplete_hint,us,,,calorie,q,calorie quiz,
2026-09-01,autocomplete_hint,us,,,calorie,r,calorie racoon,
2026-09-01,autocomplete_hint,us,,,calorie,r,zen lean: calorie & recovery,
2026-09-01,autocomplete_hint,us,,,calorie,r,low calorie recipe book,
2026-09-01,autocomplete_hint,us,,,calorie,r,low calorie recipes,
2026-09-01,autocomplete_hint,us,,,calorie,r,calorie reader ai,
2026-09-01,autocomplete_hint,us,,,calorie,r,calorie record：calorie counter,
2026-09-01,autocomplete_hint,us,,,calorie,r,calorie report,
2026-09-01,autocomplete_hint,us,,,calorie,r,calorie receipt: ai food log,
2026-09-01,autocomplete_hint,us,,,calorie,r,calorie reserve - food tracker,
2026-09-01,autocomplete_hint,us,,,calorie,r,akli: ai calorie & recipe scan,
2026-09-01,autocomplete_hint,us,,,calorie,s,calorie scanner free,
2026-09-01,autocomplete_hint,us,,,calorie,s,calorie scanner,
2026-09-01,autocomplete_hint,us,,,calorie,s,food calorie scanner free,
2026-09-01,autocomplete_hint,us,,,calorie,s,calorie snapshot: cal tracker,
2026-09-01,autocomplete_hint,us,,,calorie,s,calorie simple,
2026-09-01,autocomplete_hint,us,,,calorie,s,calorie step tracker,
2026-09-01,autocomplete_hint,us,,,calorie,s,calorie surplus,
2026-09-01,autocomplete_hint,us,,,calorie,s,truwell: calorie & safety scan,
2026-09-01,autocomplete_hint,us,,,calorie,s,vitamind - calorie scanner,
2026-09-01,autocomplete_hint,us,,,calorie,s,calorie scan,
2026-09-01,autocomplete_hint,us,,,calorie,t,calorie tracker free,
2026-09-01,autocomplete_hint,us,,,calorie,t,calorie tracker,
2026-09-01,autocomplete_hint,us,,,calorie,t,calorie tracker no subscription,
2026-09-01,autocomplete_hint,us,,,calorie,t,calorie tracking,
2026-09-01,autocomplete_hint,us,,,calorie,t,calorie tracking free,
